0.2497622,6.5224233
0.2497622,6.3824296
0.2497617,3.5825732
0.2497622,3.442579
0.2497622,3.302585
0.2497632,3.1625917
0.38975492,6.5224233
0.3897554,6.3824296
0.38975438,3.5825732
0.38975492,3.442579
0.38975492,3.302585
0.3897563,3.1625917
0.5297476,6.5224223
0.5297476,6.3824296
0.5337476,6.243437
0.52974707,3.7225645
0.5297476,3.5825727
0.52974707,3.442579
0.52974796,3.3025858
0.5297485,3.162593
0.5297485,3.0226016
0.6697402,6.522423
0.6697402,6.3824286
0.6697402,6.2424364
0.6697412,6.1024427
0.66974074,5.96245
0.6697402,5.8224573
0.6697402,5.682465
0.66974074,5.5424714
0.66974074,5.4024787
0.6697402,5.262486
0.66973966,5.122494
0.66973966,4.982501
0.6697402,4.842508
0.66974074,4.7025137
0.6697402,4.562521
0.66974074,4.422529
0.6697402,4.2825356
0.66973966,4.142544
0.66974074,4.00255
0.6697402,3.8625572
0.66974074,3.722564
0.6697393,3.5825722
0.6697393,3.442579
0.6697402,3.302585
0.6697412,3.1625917
0.66974074,3.0226007
0.6697402,2.8826065
0.6697417,2.7426105
0.66974074,2.602622
0.8097334,6.522423
0.8097334,6.3824296
0.80973244,6.242437
0.80973387,6.102443
0.80973387,5.9624505
0.80973387,5.822458
0.8097334,5.682465
0.8097334,5.542472
0.8097334,5.4024796
0.8097334,5.262487
0.8097329,5.122494
0.8097329,4.982501
0.8097334,4.8425083
0.80973387,4.7025146
0.8097334,4.5625215
0.8097334,4.422529
0.8097334,4.282537
0.8097329,4.142545
0.80973387,4.0025506
0.8097334,3.8625576
0.8097334,3.7225645
0.80973244,3.5825732
0.8097329,3.442579
0.80973387,3.302585
0.8097344,3.1625917
0.8097334,3.0226016
0.80973387,2.8826075
0.80973494,2.7426124
0.80973387,2.602621
0.8097334,2.462628
0.8097344,2.3226347
0.8097354,2.1826425
0.94972664,6.522423
0.94972664,6.3824296
0.94972605,6.2424374
0.94972664,6.102443
0.94972664,5.9624505
0.94972664,5.822458
0.94972664,5.6824656
0.94972664,5.542472
0.9497271,5.4024796
0.94972664,5.262487
0.94972557,5.122494
0.94972605,4.9825006
0.94972664,4.842508
0.94972664,4.7025137
0.94972605,4.5625215
0.9497271,4.4225297
0.94972664,4.2825365
0.94972605,4.1425447
0.9497271,4.0025506
0.9497271,3.8625576
0.94972664,3.7225645
0.94972557,3.5825732
0.94972664,3.442579
0.9497271,3.302585
0.9497275,3.1625917
0.94972664,3.0226007
0.9497275,2.8826075
0.9497275,2.7426124
0.9497271,2.602621
0.94972664,2.462628
0.9497275,2.3226347
0.9497285,2.1826425
0.94972664,2.0426495
0.9497285,1.9026543
0.9547295,1.7636621
1.0897187,6.522423
1.0897187,6.3824286
1.0897177,6.2424374
1.0897198,6.1024423
1.0897198,5.96245
1.0897187,5.822458
1.0897187,5.682465
1.0897193,5.5424714
1.0897193,5.4024787
1.0897187,5.262486
1.0897182,5.1224937
1.0897177,4.982501
1.0897187,4.8425074
1.0897193,4.702513
1.0897187,4.5625215
1.0897187,4.42253
1.0897187,4.282536
1.0897187,4.142544
1.0897187,4.0025506
1.0897187,3.8625576
1.0897182,3.7225635
1.0897187,3.5825722
1.0897182,3.442579
1.0897193,3.302585
1.0897198,3.1625917
1.0897187,3.0225997
1.0897193,2.8826065
1.0897207,2.7426114
1.0897187,2.602621
1.0897187,2.462628
1.0897198,2.3226347
1.0897202,2.1826415
1.0897198,2.0426495
1.0897207,1.9026543
1.0897212,1.762662
1.0897193,1.622669
1.0897193,1.4826777
1.0977182,1.3416855
1.2297119,6.522423
1.2297119,6.3824286
1.2297114,6.242437
1.2297119,6.1024423
1.2297124,5.9624496
1.2297119,5.822457
1.2297119,5.6824636
1.2297124,5.5424714
1.2297124,5.4024787
1.2297119,5.262486
1.2297114,5.1224937
1.2297109,4.9825006
1.2297114,4.842508
1.2297119,4.702513
1.2297114,4.5625205
1.2297119,4.422529
1.2297119,4.2825365
1.2297109,4.1425443
1.2297119,4.00255
1.2297119,3.8625572
1.2297119,3.7225645
1.2297119,3.5825722
1.2297114,3.442579
1.2297114,3.3025858
1.2297128,3.1625917
1.2297124,3.0226007
1.2297124,2.8826075
1.2297133,2.7426114
1.2297128,2.602621
1.2297124,2.462627
1.2297133,2.3226347
1.2297128,2.1826415
1.2297128,2.0426495
1.2297139,1.9026543
1.2297144,1.762662
1.2297139,1.622668
1.2297124,1.4826777
1.2297119,1.3426856
1.2297128,1.2026914
1.2297128,1.0626992
1.3697051,6.522423
1.3697051,6.3824296
1.3697051,6.242437
1.3697056,6.102443
1.3697056,5.9624505
1.3697056,5.822458
1.3697051,5.6824656
1.3697056,5.542472
1.3697056,5.4024796
1.3697051,5.2624865
1.3697046,5.122494
1.3697046,4.982501
1.3697051,4.842508
1.3697056,4.702513
1.3697056,4.562522
1.3697056,4.422529
1.3697051,4.2825365
1.3697046,4.1425447
1.3697056,4.0025506
1.3697051,3.8625581
1.3697051,3.7225645
1.3697046,3.5825732
1.3697051,3.442579
1.3697051,3.302585
1.369706,3.1625917
1.3697056,3.0226016
1.369707,2.8826075
1.369706,2.7426114
1.3697051,2.602622
1.3697056,2.462628
1.369706,2.3226347
1.369707,2.1826425
1.369707,2.0426495
1.3697075,1.9026552
1.3697081,1.7626631
1.3697065,1.622669
1.369706,1.4826777
1.369706,1.3426856
1.369706,1.2026924
1.3697065,1.0626992
1.3697075,0.9227041
1.3697065,0.7827129
1.3697065,0.6427207
1.5096983,6.5224233
1.5096983,6.3824296
1.5096978,6.242438
1.5096987,6.102443
1.5096992,5.962451
1.5096987,5.822458
1.5096983,5.6824656
1.5096992,5.5424714
1.5096987,5.4024796
1.5096983,5.2624874
1.5096978,5.122495
1.5096983,4.982502
1.5096983,4.842509
1.5096987,4.702514
1.5096983,4.5625224
1.5096992,4.4225307
1.5096983,4.282537
1.5096983,4.1425447
1.5096983,4.0025506
1.5096983,3.8625576
1.5096983,3.7225645
1.5096978,3.5825732
1.5096983,3.44258
1.5096983,3.3025858
1.5096992,3.1625917
1.5096983,3.0226016
1.5096992,2.8826075
1.5096997,2.7426124
1.5096978,2.602622
1.5096987,2.462628
1.5096992,2.3226347
1.5097007,2.1826425
1.5096997,2.0426505
1.5097011,1.9026543
1.5097011,1.762662
1.5097007,1.622669
1.5096997,1.4826777
1.5096992,1.3426856
1.5097011,1.2026924
1.5096987,1.0626992
1.5097002,0.9227061
1.5096987,0.7827129
1.5096992,0.6427207
1.5096992,0.5027266
1.5096983,0.36273542
1.5096987,0.2227422
1.6496904,6.522423
1.6496904,6.3824286
1.6496899,5.122494
1.6496899,4.982501
1.6496894,3.5825727
1.6496899,3.442579
1.6496899,3.302585
1.6496904,3.1625917
1.6496904,2.462627
1.6526914,2.3226347
1.6496924,2.1826425
1.6496909,2.0426505
1.6496919,1.9026543
1.6496934,1.762662
1.6496924,1.6226699
1.6496919,1.4826777
1.6496904,1.3426856
1.6496915,1.2026914
1.6496915,1.0626992
1.6496929,0.92270505
1.6496909,0.7827129
1.6496909,0.6427207
1.6496904,0.5027266
1.6496904,0.36273542
1.6496899,0.2227422
1.7896836,6.522423
1.7896836,6.3824296
1.7896826,5.122494
1.7896826,4.982501
1.7896826,3.5825732
1.7896831,3.442579
1.7896836,3.302585
1.7896836,3.1625917
1.7806851,2.1816425
1.7896836,2.0426505
1.7896855,1.9026543
1.7896861,1.762662
1.7896845,1.622669
1.789684,1.4826777
1.7896831,1.3426856
1.789684,1.2026933
1.789684,1.0626992
1.7896855,0.92270505
1.7896845,0.7827129
1.789685,0.6427207
1.7896845,0.5027266
1.7896826,0.36273628
1.7896845,0.2227422
1.9296768,6.522423
1.9296768,6.3824296
1.9296763,5.122494
1.9296758,4.9825015
1.9236788,1.7616631
1.9296787,1.6226699
1.9296772,1.4826777
1.9296777,1.3426865
1.9296777,1.2026933
1.9296768,1.0626992
1.9296782,0.92270505
1.9296772,0.7827129
1.9296772,0.6427207
1.9296772,0.5027266
1.9296768,0.3627344
1.9296758,0.2227422
2.069669,6.5224223
2.069669,6.3824296
2.069669,5.1224947
2.069668,4.9825015
2.069668,1.3426856
2.06967,1.2026933
2.0696695,1.0626992
2.069671,0.92270505
2.0696695,0.7827129
2.0696695,0.6427207
2.0696685,0.5027275
2.2096622,6.522423
2.2096622,6.382429
2.2096617,5.122494
2.2096622,4.982502
2.2096622,4.842508
2.2096632,1.622669
2.2096617,1.4826777
2.2096622,1.3426856
2.2096627,1.2026924
2.2096632,1.0626992
2.209665,0.92270505
2.3496554,6.5224237
2.3496563,6.382429
2.3496547,6.2424383
2.3496554,5.122495
2.3496554,4.982502
2.3496554,4.8425083
2.3496563,2.0426505
2.3496592,1.9026562
2.3496573,1.762662
2.3496587,1.6226709
2.3496554,1.4826787
2.3496563,1.3426865
2.4896474,6.5224223
2.4896474,6.382429
2.4896474,6.242437
2.4896474,5.2624865
2.4896474,5.1224937
2.4896474,4.9825006
2.4896474,4.842508
2.4896479,4.702514
2.4896483,3.302585
2.4896488,3.1625907
2.4926484,2.462627
2.4896493,2.3226347
2.4896493,2.1826415
2.4896479,2.0426495
2.4896493,1.9026543
2.489651,1.762662
2.484649,1.621668
2.6296406,6.522423
2.6296406,6.3824286
2.6296396,6.2424364
2.629641,6.1024427
2.6296415,5.4024787
2.6296406,5.2624865
2.62964,5.1224937
2.6296396,4.982501
2.6296406,4.842507
2.6296415,4.7025137
2.6296406,4.562521
2.6296406,4.422529
2.6296406,4.282536
2.6296406,4.142544
2.6296406,4.00255
2.6296406,3.8625572
2.62964,3.302584
2.6296415,3.1625917
2.6296425,2.7426114
2.6296415,2.602621
2.6296415,2.462628
2.6296415,2.3226347
2.6296415,2.1826406
2.629641,2.0426495
2.7696342,6.382429
2.7696338,6.242437
2.7696347,6.1024437
2.7696342,5.962451
2.7696338,5.8224573
2.7696342,5.682465
2.7696347,5.542472
2.7696347,5.4024796
2.7696342,5.2624865
2.7696338,5.122494
2.7696338,4.842508
2.7696338,4.7025146
2.7696342,4.5625224
2.7696342,4.422529
2.7696338,4.282536
2.7696338,4.142544
2.7696338,4.0025506
2.7696338,3.8625576
2.7696342,3.7225645
